Año,Quarter,Ranking,Lenguaje,Porcentaje
2023,4,39,WebAssembly,0.051
2023,4,40,MATLAB,0.041
2023,4,41,Sass,0.040
2023,4,42,Cython,0.036
2023,4,43,ANTLR,0.035
2023,4,44,Smalltalk,0.034
2023,4,45,Fortran,0.030
2023,4,46,Pascal,0.030
2023,4,47,Visual Basic .NET,0.030
2023,4,48,Vim Script,0.029
2023,4,49,MLIR,0.026
2023,4,50,Bicep,0.024
2024,1,1,Python,16.9250.284
2024,1,2,Java,11.7080.393
2024,1,3,Go,10.2620.162
2024,1,4,JavaScript,9.8590.306
2024,1,5,C++,9.4590.624
2024,1,6,TypeScript,7.3450.554
2024,1,7,PHP,5.6650.357
2024,1,8,Ruby,4.7060.307
2024,1,9,C,4.6160.208
2024,1,10,C#,3.4420.300
2024,1,11,Nix,2.7330.606
2024,1,12,Shell,2.3500.180
2024,1,13,Rust,1.8720.144
2024,1,14,Scala,1.5900.036
2024,1,15,Kotlin,1.4800.042
2024,1,16,Swift,1.0770.141
2024,1,17,Dart,0.7130.211
2024,1,18,Groovy,0.3770.040
2024,1,19,Perl,0.3290.037
2024,1,20,Lua,0.3210.033
2024,1,21,DM,0.3120.059
2024,1,22,SystemVerilog,0.2880.127
2024,1,23,Objective-C,0.2380.022
2024,1,24,Elixir,0.2300.023
2024,1,25,CodeQL,0.1690.001
2024,1,26,OCaml,0.1540.046
2024,1,27,Haskell,0.1320.069
2024,1,28,PowerShell,0.1190.008
2024,1,29,Erlang,0.1190.041
2024,1,30,Emacs Lisp,0.1050.008
2024,1,31,Julia,0.074
2024,1,32,Clojure,0.072
2024,1,33,R,0.071
2024,1,34,CoffeeScript,0.068
2024,1,35,F#,0.065
2024,1,36,Verilog,0.065
2024,1,37,WebAssembly,0.058
2024,1,38,MLIR,0.057
2024,1,39,Bicep,0.049
2024,1,40,Fortran,0.040
2024,1,41,Cython,0.037
2024,1,42,GAP,0.036
2024,1,43,MATLAB,0.036
2024,1,44,Puppet,0.036
2024,1,45,Sass,0.034
2024,1,46,JetBrains MPS,0.033
2024,1,47,Smalltalk,0.031
2024,1,48,Vala,0.027
2024,1,49,Haxe,0.027
2024,1,50,Pascal,0.026
